country_name,Date,ttm_yoy_export_amount,ttm_yoy_import_amount,ttm_yoy_trade_balance
총계,2019-07-31,-3.5,0.9,-32.7
총계,2019-08-31,-5.3,-0.2,-39.6
총계,2019-09-30,-5.6,-0.5,-41.6
총계,2019-10-31,-8.6,-3.8,-42.6
총계,2019-11-30,-10.1,-5.8,-42.1
총계,2019-12-31,-10.4,-6.0,-44.2
총계,2020-01-31,-10.4,-6.3,-43.1
총계,2020-02-29,-9.4,-5.3,-41.5
총계,2020-03-31,-8.9,-4.8,-41.2
총계,2020-04-30,-10.8,-6.4,-47.5
총계,2020-05-31,-11.9,-8.0,-47.0
총계,2020-06-30,-11.7,-8.0,-45.8
총계,2020-07-31,-11.4,-8.7,-38.1
총계,2020-08-31,-11.1,-9.6,-26.8
총계,2020-09-30,-9.5,-9.1,-14.7
총계,2020-10-31,-8.5,-8.3,-11.3
총계,2020-11-30,-7.0,-7.3,-2.3
총계,2020-12-31,-5.5,-7.1,15.4
총계,2021-01-31,-4.0,-6.3,25.5
총계,2021-02-28,-3.6,-5.3,17.9
총계,2021-03-31,-2.0,-3.7,18.8
총계,2021-04-30,3.1,0.4,44.0
총계,2021-05-31,8.4,4.9,61.0
총계,2021-06-30,12.4,8.9,66.5
총계,2021-07-31,15.6,13.2,51.7
총계,2021-08-31,19.4,18.1,36.5
총계,2021-09-30,20.2,20.6,16.1
총계,2021-10-31,22.8,24.3,4.3
총계,2021-11-30,25.3,28.3,-9.3
총계,2021-12-31,25.7,31.5,-34.7
총계,2022-01-31,26.0,34.5,-57.1
총계,2022-02-28,26.9,35.3,-59.1
총계,2022-03-31,27.0,36.0,-67.4
총계,2022-04-30,24.7,34.3,-74.4
총계,2022-05-31,23.1,33.8,-84.4
총계,2022-06-30,20.3,31.9,-97.9
총계,2022-07-31,18.5,30.4,-111.6
총계,2022-08-31,16.4,29.3,-135.3
총계,2022-09-30,15.0,28.2,-157.5
총계,2022-10-31,12.5,25.9,-185.0
총계,2022-11-30,8.6,22.4,-219.2
총계,2022-12-31,6.1,18.9,-263.0
총계,2023-01-31,3.5,15.6,-368.5
총계,2023-02-28,1.4,13.9,-423.5
총계,2023-03-31,-1.5,10.8,-540.6
총계,2023-04-30,-3.7,8.0,-638.7
총계,2023-05-31,-6.6,4.3,-945.7
총계,2023-06-30,-7.5,1.8,-5907.2
총계,2023-07-31,-9.5,-2.2,887.1
총계,2023-08-31,-10.6,-6.3,175.2
총계,2023-09-30,-11.1,-8.9,55.0
총계,2023-10-31,-10.4,-10.3,-9.5
총계,2023-11-30,-8.7,-11.4,-54.9
총계,2023-12-31,-7.5,-12.1,-78.3
총계,2024-01-31,-5.0,-12.6,-104.7
총계,2024-02-29,-4.1,-13.8,-119.3
총계,2024-03-31,-2.6,-14.3,-131.7
총계,2024-04-30,-0.3,-12.9,-137.5
총계,2024-05-31,2.1,-12.0,-147.7
총계,2024-06-30,3.1,-11.7,-161.6
총계,2024-07-31,5.8,-8.8,-172.3
총계,2024-08-31,7.5,-6.3,-194.3
총계,2024-09-30,8.6,-4.7,-219.9
총계,2024-10-31,8.5,-3.8,-258.2
총계,2024-11-30,8.0,-2.9,-354.5
총계,2024-12-31,8.1,-1.7,-601.1
총계,2025-01-31,5.8,-1.5,1823.3
총계,2025-02-28,5.5,-0.4,322.2
총계,2025-03-31,5.5,1.0,139.7
총계,2025-04-30,4.7,0.3,116.8
총계,2025-05-31,3.7,0.0,75.0
